,temp_air,ghi,dni,dhi,wind_speed
2021-03-28 18:00:00,25.61,0.0,-0.0,0.0,0.76
2021-03-28 19:00:00,25.64,0.0,-0.0,0.0,0.41
2021-03-28 20:00:00,24.85,0.0,-0.0,0.0,0.48
2021-03-28 21:00:00,24.63,0.0,-0.0,0.0,0.69
2021-03-28 22:00:00,24.45,0.0,-0.0,0.0,0.97
2021-03-28 23:00:00,24.47,0.0,-0.0,0.0,0.9
2021-03-29 00:00:00,24.31,0.0,-0.0,0.0,1.03
2021-03-29 01:00:00,23.93,39.3,0.0,39.3,1.1
2021-03-29 02:00:00,25.08,272.75,663.01,94.8,0.69
2021-03-29 03:00:00,26.96,481.95,695.63,130.55,0.48
2021-03-29 04:00:00,28.41,678.7,745.58,150.7,0.28
2021-03-29 05:00:00,30.01,868.85,780.31,194.95,0.34
2021-03-29 06:00:00,31.44,871.75,731.27,169.05,0.69
2021-03-29 07:00:00,32.05,901.45,740.71,165.6,0.97
2021-03-29 08:00:00,31.89,767.75,607.18,185.5,1.24
2021-03-29 09:00:00,32.0,659.05,626.31,120.55,1.93
2021-03-29 10:00:00,31.4,478.8,527.71,107.95,2.41
2021-03-29 11:00:00,30.57,256.25,344.73,84.4,2.41
2021-03-29 12:00:00,29.42,70.8,151.16,31.35,2.14
2021-03-29 13:00:00,28.34,0.0,0.0,0.0,1.17
2021-03-29 14:00:00,27.55,0.0,-0.0,0.0,0.9
2021-03-29 15:00:00,26.88,0.0,-0.0,0.0,0.83
2021-03-29 16:00:00,26.53,0.0,-0.0,0.0,0.62
2021-03-29 17:00:00,26.28,0.0,-0.0,0.0,0.41
2021-03-29 18:00:00,25.96,0.0,-0.0,0.0,0.48
2021-03-29 19:00:00,25.96,0.0,-0.0,0.0,0.41
2021-03-29 20:00:00,25.68,0.0,-0.0,0.0,0.41
2021-03-29 21:00:00,25.36,0.0,-0.0,0.0,0.48
2021-03-29 22:00:00,25.1,0.0,-0.0,0.0,0.48
2021-03-29 23:00:00,25.11,0.0,-0.0,0.0,0.48
2021-03-30 00:00:00,25.05,0.0,-0.0,0.0,0.48
2021-03-30 01:00:00,25.03,36.6,0.0,36.6,0.48
2021-03-30 02:00:00,25.46,232.2,420.1,118.45,0.48
2021-03-30 03:00:00,26.74,428.35,531.95,158.5,1.03
2021-03-30 04:00:00,27.81,632.1,659.99,163.5,1.38
2021-03-30 05:00:00,29.18,671.95,555.24,191.6,1.59
2021-03-30 06:00:00,29.95,963.1,843.93,151.2,1.72
2021-03-30 07:00:00,32.1,991.4,855.97,140.4,1.72
2021-03-30 08:00:00,33.15,788.75,672.69,143.4,1.79
2021-03-30 09:00:00,33.32,518.25,443.59,136.8,2.14
2021-03-30 10:00:00,32.2,438.7,427.02,138.65,2.62
2021-03-30 11:00:00,31.23,268.9,343.78,97.6,2.62
2021-03-30 12:00:00,30.03,64.45,120.24,33.1,2.28
2021-03-30 13:00:00,28.81,0.0,0.0,0.0,1.38
2021-03-30 14:00:00,28.0,0.0,-0.0,0.0,0.97
2021-03-30 15:00:00,27.4,0.0,-0.0,0.0,0.76
2021-03-30 16:00:00,27.18,0.0,-0.0,0.0,0.28
2021-03-30 17:00:00,26.62,0.0,-0.0,0.0,1.17
2021-03-30 18:00:00,26.02,0.0,-0.0,0.0,1.03
2021-03-30 19:00:00,25.95,0.0,-0.0,0.0,1.03
2021-03-30 20:00:00,25.8,0.0,-0.0,0.0,0.76
2021-03-30 21:00:00,25.61,0.0,-0.0,0.0,0.83
2021-03-30 22:00:00,25.32,0.0,-0.0,0.0,0.97
2021-03-30 23:00:00,25.19,0.0,-0.0,0.0,0.97
2021-03-31 00:00:00,25.06,0.0,-0.0,0.0,1.03
2021-03-31 01:00:00,24.96,37.25,0.0,37.25,1.1
2021-03-31 02:00:00,25.56,301.25,744.89,97.8,0.69
2021-03-31 03:00:00,27.55,523.5,801.93,115.0,0.41
2021-03-31 04:00:00,29.39,718.45,827.06,129.75,0.21
2021-03-31 05:00:00,30.98,811.75,751.13,160.85,0.21
2021-03-31 06:00:00,32.08,844.4,655.74,212.85,0.41
2021-03-31 07:00:00,33.13,782.1,561.47,223.5,0.55
2021-03-31 08:00:00,33.48,777.45,573.66,226.9,0.69
2021-03-31 09:00:00,33.61,653.1,576.8,157.05,1.1
2021-03-31 10:00:00,33.62,425.15,401.47,143.1,1.59
2021-03-31 11:00:00,32.39,233.65,300.78,83.85,1.79
2021-03-31 12:00:00,31.31,56.0,92.53,31.9,1.52
2021-03-31 13:00:00,30.01,0.0,0.0,0.0,1.59
2021-03-31 14:00:00,28.42,0.0,-0.0,0.0,1.1
2021-03-31 15:00:00,27.08,0.0,-0.0,0.0,0.83
2021-03-31 16:00:00,23.48,0.0,-0.0,0.0,0.39
2021-03-31 17:00:00,23.93,0.0,-0.0,0.0,0.43
2021-03-31 18:00:00,24.39,0.0,-0.0,0.0,0.47
2021-03-31 19:00:00,24.84,0.0,-0.0,0.0,0.51
2021-03-31 20:00:00,25.29,0.0,-0.0,0.0,0.55
2021-03-31 21:00:00,25.75,0.0,-0.0,0.0,0.59
2021-03-31 22:00:00,26.2,0.0,-0.0,0.0,0.63
2021-03-31 23:00:00,26.66,0.0,-0.0,0.0,0.67
2021-04-01 00:00:00,27.11,0.0,-0.0,0.0,0.71
2021-04-01 01:00:00,27.56,40.0,0.0,40.0,0.75
2021-04-01 02:00:00,28.02,340.65,931.36,84.1,0.79
2021-04-01 03:00:00,28.47,589.0,936.62,109.95,0.83
2021-04-01 04:00:00,28.93,800.65,952.21,121.2,0.87
2021-04-01 05:00:00,29.38,949.2,944.24,129.65,0.91
2021-04-01 06:00:00,29.84,986.05,871.88,145.45,0.95
2021-04-01 07:00:00,30.29,968.55,811.87,160.3,0.99
2021-04-01 08:00:00,33.76,881.9,753.62,158.4,1.52
2021-04-01 09:00:00,33.41,701.55,636.13,154.45,1.93
2021-04-01 10:00:00,32.89,492.65,550.7,105.85,2.48
2021-04-01 11:00:00,31.78,252.7,338.6,84.15,2.48
2021-04-01 12:00:00,30.39,69.1,167.18,25.6,2.21
2021-04-01 13:00:00,29.03,0.0,0.0,0.0,1.86
2021-04-01 14:00:00,28.05,0.0,-0.0,0.0,0.9
2021-04-01 15:00:00,27.66,0.0,-0.0,0.0,0.9
2021-04-01 16:00:00,26.66,0.0,-0.0,0.0,0.21
2021-04-01 17:00:00,26.34,0.0,-0.0,0.0,0.21
2021-04-01 18:00:00,26.3,0.0,-0.0,0.0,0.97
2021-04-01 19:00:00,25.7,0.0,-0.0,0.0,0.9
2021-04-01 20:00:00,25.56,0.0,-0.0,0.0,0.76
2021-04-01 21:00:00,25.65,0.0,-0.0,0.0,0.9
2021-04-01 22:00:00,25.45,0.0,-0.0,0.0,0.69
2021-04-01 23:00:00,25.08,0.0,-0.0,0.0,0.41
2021-04-02 00:00:00,25.07,0.0,-0.0,0.0,0.69
2021-04-02 01:00:00,24.86,36.35,0.0,36.35,0.97
2021-04-02 02:00:00,24.84,257.9,523.46,112.5,0.76
2021-04-02 03:00:00,25.87,485.1,689.28,131.15,0.76
2021-04-02 04:00:00,27.42,672.0,726.94,152.05,1.38
2021-04-02 05:00:00,29.55,875.05,832.63,151.25,1.72
2021-04-02 06:00:00,31.37,965.05,809.82,183.5,1.72
2021-04-02 07:00:00,32.71,1005.55,861.48,147.4,1.1
2021-04-02 08:00:00,33.27,755.8,619.96,160.45,1.24
2021-04-02 09:00:00,32.93,722.05,678.74,138.3,1.66
2021-04-02 10:00:00,32.98,479.7,510.97,120.9,2.34
2021-04-02 11:00:00,31.97,290.75,403.32,90.1,2.41
2021-04-02 12:00:00,30.59,78.85,180.44,31.95,2.28
2021-04-02 13:00:00,29.07,0.0,0.0,0.0,1.72
2021-04-02 14:00:00,27.98,0.0,-0.0,0.0,1.24
2021-04-02 15:00:00,27.11,0.0,-0.0,0.0,0.62
2021-04-02 16:00:00,27.05,0.0,-0.0,0.0,0.48
2021-04-02 17:00:00,26.84,0.0,-0.0,0.0,0.48
2021-04-02 18:00:00,26.33,0.0,-0.0,0.0,0.48
2021-04-02 19:00:00,26.43,0.0,-0.0,0.0,0.76
2021-04-02 20:00:00,26.33,0.0,-0.0,0.0,0.97
2021-04-02 21:00:00,25.91,0.0,-0.0,0.0,0.9
2021-04-02 22:00:00,25.48,0.0,-0.0,0.0,0.69
2021-04-02 23:00:00,25.37,0.0,-0.0,0.0,0.76
2021-04-03 00:00:00,25.24,0.0,-0.0,0.0,0.69
2021-04-03 01:00:00,25.09,35.55,0.0,35.55,0.9
2021-04-03 02:00:00,25.93,326.3,858.25,85.95,0.55
2021-04-03 03:00:00,27.87,573.05,868.17,125.5,0.21
2021-04-03 04:00:00,29.77,728.45,820.51,140.2,0.14
2021-04-03 05:00:00,31.3,932.0,923.46,128.05,0.48
2021-04-03 06:00:00,32.91,999.8,873.03,156.45,0.76
2021-04-03 07:00:00,33.88,860.5,711.26,151.6,1.1
2021-04-03 08:00:00,33.82,733.9,620.49,137.9,1.72
2021-04-03 09:00:00,32.83,707.8,687.02,116.95,2.34
2021-04-03 10:00:00,32.36,515.9,574.52,112.6,2.62
2021-04-03 11:00:00,31.51,264.1,360.42,84.9,2.48
2021-04-03 12:00:00,30.44,74.75,163.5,32.3,2.07
2021-04-03 13:00:00,29.07,0.0,0.0,0.0,1.59
2021-04-03 14:00:00,27.75,0.0,-0.0,0.0,0.69
2021-04-03 15:00:00,27.24,0.0,-0.0,0.0,0.34
2021-04-03 16:00:00,26.52,0.0,-0.0,0.0,0.83
2021-04-03 17:00:00,26.17,0.0,-0.0,0.0,0.9
2021-04-03 18:00:00,25.84,0.0,-0.0,0.0,0.76
2021-04-03 19:00:00,25.81,0.0,-0.0,0.0,0.62
2021-04-03 20:00:00,25.75,0.0,-0.0,0.0,0.55
2021-04-03 21:00:00,25.29,0.0,-0.0,0.0,0.69
2021-04-03 22:00:00,25.08,0.0,-0.0,0.0,0.97
2021-04-03 23:00:00,24.7,0.0,-0.0,0.0,1.1
2021-04-04 00:00:00,24.51,0.0,-0.0,0.0,1.17
2021-04-04 01:00:00,24.28,40.3,0.0,40.3,1.24
2021-04-04 02:00:00,24.67,313.55,751.86,101.3,0.76
2021-04-04 03:00:00,27.17,575.15,880.53,119.5,0.55
2021-04-04 04:00:00,29.31,735.4,814.0,150.5,0.14
2021-04-04 05:00:00,30.85,924.6,895.76,143.65,0.34
2021-04-04 06:00:00,32.56,1022.25,916.72,135.9,0.62
2021-04-04 07:00:00,33.98,845.6,680.77,166.75,1.1
2021-04-04 08:00:00,34.23,907.2,797.11,141.4,1.86
2021-04-04 09:00:00,34.33,753.55,732.84,123.35,2.0
2021-04-04 10:00:00,33.37,448.65,449.81,133.0,2.9
2021-04-04 11:00:00,31.69,307.3,456.95,80.25,2.83
2021-04-04 12:00:00,30.65,78.35,181.23,31.35,2.21
2021-04-04 13:00:00,29.34,0.0,0.0,0.0,1.52
2021-04-04 14:00:00,28.18,0.0,-0.0,0.0,0.48
2021-04-04 15:00:00,27.64,0.0,-0.0,0.0,0.48
2021-04-04 16:00:00,27.48,0.0,-0.0,0.0,0.69
2021-04-04 17:00:00,26.76,0.0,-0.0,0.0,0.9
2021-04-04 18:00:00,26.45,0.0,-0.0,0.0,0.83
2021-04-04 19:00:00,26.0,0.0,-0.0,0.0,0.97
2021-04-04 20:00:00,25.4,0.0,-0.0,0.0,0.55
2021-04-04 21:00:00,25.04,0.0,-0.0,0.0,0.76
2021-04-04 22:00:00,24.67,0.0,-0.0,0.0,1.03
2021-04-04 23:00:00,24.21,0.0,-0.0,0.0,1.1
2021-04-05 00:00:00,23.87,0.0,-0.0,0.0,1.17
2021-04-05 01:00:00,23.66,45.3,0.0,45.3,1.24
2021-04-05 02:00:00,24.88,351.2,923.31,88.5,0.62
2021-04-05 03:00:00,27.57,593.85,924.43,113.7,0.14
2021-04-05 04:00:00,29.51,778.85,882.83,143.1,0.28
2021-04-05 05:00:00,31.25,891.0,817.84,177.0,0.69
2021-04-05 06:00:00,32.56,801.5,554.16,265.25,0.9
2021-04-05 07:00:00,32.89,829.8,545.04,286.05,1.38
2021-04-05 08:00:00,33.42,675.9,431.39,261.4,1.59
2021-04-05 09:00:00,33.36,585.1,375.77,262.0,1.79
2021-04-05 10:00:00,32.76,397.35,269.15,208.55,2.0
2021-04-05 11:00:00,31.82,197.9,133.62,131.55,2.28
2021-04-05 12:00:00,30.63,53.8,61.57,37.85,2.07
2021-04-05 13:00:00,29.36,0.0,0.0,0.0,1.45
2021-04-05 14:00:00,28.48,0.0,-0.0,0.0,0.97
2021-04-05 15:00:00,27.66,0.0,-0.0,0.0,0.76
2021-04-05 16:00:00,27.31,0.0,-0.0,0.0,0.76
2021-04-05 17:00:00,26.5,0.0,-0.0,0.0,0.34
2021-04-05 18:00:00,26.47,0.0,-0.0,0.0,0.14
2021-04-05 19:00:00,26.07,0.0,-0.0,0.0,0.41
2021-04-05 20:00:00,25.74,0.0,-0.0,0.0,0.69
2021-04-05 21:00:00,25.3,0.0,-0.0,0.0,0.62
2021-04-05 22:00:00,24.96,0.0,-0.0,0.0,0.76
2021-04-05 23:00:00,24.75,0.0,-0.0,0.0,0.97
2021-04-06 00:00:00,24.47,0.0,-0.0,0.0,1.03
2021-04-06 01:00:00,24.3,52.35,0.0,52.35,1.1
2021-04-06 02:00:00,25.74,321.8,760.69,103.7,0.48
2021-04-06 03:00:00,27.98,577.25,867.18,125.2,0.28
2021-04-06 04:00:00,30.05,778.15,893.08,133.65,0.55
2021-04-06 05:00:00,31.7,879.7,811.28,170.5,0.83
2021-04-06 06:00:00,32.68,911.65,794.05,142.65,1.17
2021-04-06 07:00:00,33.87,753.15,583.99,170.3,1.52
2021-04-06 08:00:00,33.08,811.9,701.86,137.45,1.45
2021-04-06 09:00:00,33.47,652.75,614.34,124.6,1.93
2021-04-06 10:00:00,33.09,377.45,351.41,131.05,2.55
2021-04-06 11:00:00,31.75,251.95,361.64,72.5,2.41
2021-04-06 12:00:00,30.78,59.55,120.2,28.45,2.21
2021-04-06 13:00:00,29.54,0.0,0.0,0.0,1.38
2021-04-06 14:00:00,28.61,0.0,-0.0,0.0,0.76
2021-04-06 15:00:00,28.17,0.0,-0.0,0.0,0.97
2021-04-06 16:00:00,27.72,0.0,-0.0,0.0,0.97
2021-04-06 17:00:00,27.06,0.0,-0.0,0.0,0.69
2021-04-06 18:00:00,26.99,0.0,-0.0,0.0,0.76
2021-04-06 19:00:00,27.17,0.0,-0.0,0.0,0.34
2021-04-06 20:00:00,26.93,0.0,-0.0,0.0,0.34
2021-04-06 21:00:00,26.11,0.0,-0.0,0.0,0.62
2021-04-06 22:00:00,25.59,0.0,-0.0,0.0,0.69
2021-04-06 23:00:00,25.17,0.0,-0.0,0.0,0.76
2021-04-07 00:00:00,25.12,0.0,-0.0,0.0,0.83
2021-04-07 01:00:00,25.12,36.0,0.0,36.0,0.97
2021-04-07 02:00:00,26.28,333.75,819.57,97.0,0.62
2021-04-07 03:00:00,28.49,524.05,752.2,130.55,0.83
2021-04-07 04:00:00,30.41,748.85,831.03,147.9,0.83
2021-04-07 05:00:00,32.2,888.05,828.71,162.7,0.97
2021-04-07 06:00:00,33.48,981.95,864.15,144.45,1.24
2021-04-07 07:00:00,34.64,713.0,559.89,154.0,1.86
2021-04-07 08:00:00,32.86,779.65,650.25,154.75,1.72
2021-04-07 09:00:00,32.88,608.9,562.05,125.8,1.93
2021-04-07 10:00:00,32.34,389.2,349.21,144.45,2.34
2021-04-07 11:00:00,30.61,193.85,240.5,74.6,2.41
2021-04-07 12:00:00,29.48,52.55,101.57,26.3,2.07
2021-04-07 13:00:00,28.51,0.0,0.0,0.0,1.03
2021-04-07 14:00:00,27.54,0.0,-0.0,0.0,0.14
2021-04-07 15:00:00,27.0,0.0,-0.0,0.0,0.48
2021-04-07 16:00:00,25.85,0.0,-0.0,0.0,0.34
2021-04-07 17:00:00,25.12,0.0,-0.0,0.0,0.07
2021-04-07 18:00:00,24.66,0.0,-0.0,0.0,0.28
2021-04-07 19:00:00,25.3,0.0,-0.0,0.0,0.62
2021-04-07 20:00:00,25.15,0.0,-0.0,0.0,0.62
2021-04-07 21:00:00,24.64,0.0,-0.0,0.0,1.03
2021-04-07 22:00:00,23.95,0.0,-0.0,0.0,1.31
2021-04-07 23:00:00,23.44,0.0,-0.0,0.0,1.31
2021-04-08 00:00:00,23.63,0.0,-0.0,0.0,1.03
2021-04-08 01:00:00,23.69,55.85,0.0,55.85,0.9
2021-04-08 02:00:00,24.2,279.0,553.62,117.9,0.69
2021-04-08 03:00:00,25.27,531.2,678.95,174.8,0.76
2021-04-08 04:00:00,27.55,714.25,706.62,202.25,0.9
2021-04-08 05:00:00,29.43,806.85,600.18,280.9,1.31
2021-04-08 06:00:00,30.97,743.0,422.6,333.15,1.17
2021-04-08 07:00:00,32.02,780.9,489.53,292.0,1.31
2021-04-08 08:00:00,32.32,667.45,331.89,348.5,1.59
2021-04-08 09:00:00,32.09,611.25,397.93,269.3,2.14
2021-04-08 10:00:00,31.58,374.45,273.72,182.7,2.28
2021-04-08 11:00:00,30.17,220.8,209.79,116.85,2.07
2021-04-08 12:00:00,28.93,46.45,52.1,33.0,1.17
2021-04-08 13:00:00,27.66,0.0,0.0,0.0,0.41
2021-04-08 14:00:00,27.25,0.0,-0.0,0.0,0.34
2021-04-08 15:00:00,26.7,0.0,-0.0,0.0,0.48
2021-04-08 16:00:00,26.61,0.0,-0.0,0.0,0.21
2021-04-08 17:00:00,26.27,0.0,-0.0,0.0,0.28
2021-04-08 18:00:00,26.05,0.0,-0.0,0.0,0.62
2021-04-08 19:00:00,25.66,0.0,-0.0,0.0,0.48
2021-04-08 20:00:00,25.84,0.0,-0.0,0.0,0.07
2021-04-08 21:00:00,25.6,0.0,-0.0,0.0,0.07
2021-04-08 22:00:00,25.49,0.0,-0.0,0.0,0.21
2021-04-08 23:00:00,25.13,0.0,-0.0,0.0,0.28
2021-04-09 00:00:00,25.14,0.0,-0.0,0.0,0.41
2021-04-09 01:00:00,25.22,74.45,563.96,51.3,0.34
2021-04-09 02:00:00,25.36,277.6,611.1,98.5,0.14
2021-04-09 03:00:00,26.82,484.85,635.86,149.95,0.14
2021-04-09 04:00:00,28.55,709.95,696.45,204.35,0.28
2021-04-09 05:00:00,30.08,767.55,606.74,235.25,0.48
2021-04-09 06:00:00,30.65,768.55,451.08,330.8,0.83
2021-04-09 07:00:00,31.44,705.2,388.45,317.15,1.1
2021-04-09 08:00:00,31.93,643.45,298.54,356.55,1.93
2021-04-09 09:00:00,31.58,493.0,287.52,246.0,2.41
2021-04-09 10:00:00,30.69,372.2,270.29,182.95,2.55
2021-04-09 11:00:00,29.78,226.3,240.86,107.05,2.14
2021-04-09 12:00:00,28.77,51.9,45.57,40.15,1.38
2021-04-09 13:00:00,27.36,0.0,0.0,0.0,0.69
2021-04-09 14:00:00,26.09,0.0,-0.0,0.0,1.31
2021-04-09 15:00:00,26.11,0.0,-0.0,0.0,1.17
2021-04-09 16:00:00,25.72,0.0,-0.0,0.0,0.69
2021-04-09 17:00:00,25.89,0.0,-0.0,0.0,0.48
2021-04-09 18:00:00,26.18,0.0,-0.0,0.0,0.34
2021-04-09 19:00:00,24.75,0.0,-0.0,0.0,0.83
2021-04-09 20:00:00,24.38,0.0,-0.0,0.0,1.1
2021-04-09 21:00:00,24.12,0.0,-0.0,0.0,0.62
2021-04-09 22:00:00,24.02,0.0,-0.0,0.0,0.48
2021-04-09 23:00:00,24.04,0.0,-0.0,0.0,0.41
2021-04-10 00:00:00,23.92,0.0,-0.0,0.0,0.69
2021-04-10 01:00:00,23.7,80.75,455.41,61.0,0.76
2021-04-10 02:00:00,24.28,276.15,436.25,147.4,0.34
2021-04-10 03:00:00,25.2,422.15,409.73,205.65,0.14
2021-04-10 04:00:00,27.04,542.0,342.98,292.55,0.21
2021-04-10 05:00:00,28.55,632.8,313.29,357.65,0.48
2021-04-10 06:00:00,30.08,315.5,22.97,293.2,0.76
2021-04-10 07:00:00,27.93,336.55,39.83,296.75,0.9
2021-04-10 08:00:00,28.28,319.9,10.61,309.7,1.31
2021-04-10 09:00:00,28.28,281.1,20.49,263.5,1.17
2021-04-10 10:00:00,27.72,133.05,5.07,129.5,1.1
2021-04-10 11:00:00,26.86,49.8,6.17,46.75,0.97
2021-04-10 12:00:00,26.34,29.0,16.69,24.7,0.83
2021-04-10 13:00:00,25.71,0.0,0.0,0.0,0.69
2021-04-10 14:00:00,25.46,0.0,-0.0,0.0,0.69
2021-04-10 15:00:00,25.24,0.0,-0.0,0.0,0.83
2021-04-10 16:00:00,24.64,0.0,-0.0,0.0,0.97
2021-04-10 17:00:00,24.38,0.0,-0.0,0.0,0.97
2021-04-10 18:00:00,24.44,0.0,-0.0,0.0,0.97
2021-04-10 19:00:00,23.58,0.0,-0.0,0.0,0.97
2021-04-10 20:00:00,23.64,0.0,-0.0,0.0,0.83
2021-04-10 21:00:00,23.62,0.0,-0.0,0.0,0.41
2021-04-10 22:00:00,23.6,0.0,-0.0,0.0,0.21
2021-04-10 23:00:00,23.54,0.0,-0.0,0.0,0.21
2021-04-11 00:00:00,23.4,0.0,-0.0,0.0,0.97
2021-04-11 01:00:00,23.29,30.35,24.09,29.25,0.83
2021-04-11 02:00:00,23.65,106.6,12.28,102.95,0.48
2021-04-11 03:00:00,25.49,236.65,61.69,203.95,0.55
2021-04-11 04:00:00,25.27,255.6,47.76,220.8,0.48
2021-04-11 05:00:00,26.19,281.9,39.98,246.75,0.55
2021-04-11 06:00:00,26.48,419.8,57.02,364.4,0.55
2021-04-11 07:00:00,27.31,408.35,62.19,346.2,0.34
2021-04-11 08:00:00,27.92,284.9,29.51,256.55,0.34
2021-04-11 09:00:00,27.24,226.85,16.13,213.0,0.21
2021-04-11 10:00:00,27.23,164.45,2.65,162.6,0.21
2021-04-11 11:00:00,27.17,67.75,1.82,66.85,0.62
2021-04-11 12:00:00,26.76,18.75,1.36,18.4,0.62
2021-04-11 13:00:00,26.53,0.0,0.0,0.0,0.83
2021-04-11 14:00:00,26.08,0.0,-0.0,0.0,1.1
2021-04-11 15:00:00,25.78,0.0,-0.0,0.0,0.97
2021-04-11 16:00:00,25.37,0.0,-0.0,0.0,0.97
2021-04-11 17:00:00,25.18,0.0,-0.0,0.0,1.1
2021-04-11 18:00:00,25.09,0.0,-0.0,0.0,1.03
2021-04-11 19:00:00,24.82,0.0,-0.0,0.0,0.34
2021-04-11 20:00:00,24.61,0.0,-0.0,0.0,0.76
2021-04-11 21:00:00,24.33,0.0,-0.0,0.0,0.69
2021-04-11 22:00:00,24.24,0.0,-0.0,0.0,0.62
2021-04-11 23:00:00,24.14,0.0,-0.0,0.0,0.62
2021-04-12 00:00:00,24.21,0.0,-0.0,0.0,0.97
2021-04-12 01:00:00,24.06,15.95,8.35,15.55,0.97
2021-04-12 02:00:00,24.16,74.25,1.17,73.9,0.97
2021-04-12 03:00:00,24.67,132.0,34.79,113.5,0.69
2021-04-12 04:00:00,25.28,195.85,45.97,162.3,0.83
2021-04-12 05:00:00,25.58,257.9,57.9,206.95,1.31
2021-04-12 06:00:00,26.07,329.85,29.78,300.9,1.66
2021-04-12 07:00:00,27.29,431.1,108.95,322.2,0.62
2021-04-12 08:00:00,28.47,489.6,245.7,253.55,0.55
2021-04-12 09:00:00,29.26,353.15,129.81,241.75,0.83
2021-04-12 10:00:00,29.0,272.25,151.64,166.25,1.24
2021-04-12 11:00:00,28.49,184.0,128.05,120.75,1.45
2021-04-12 12:00:00,27.88,46.05,71.6,27.65,1.52
2021-04-12 13:00:00,26.99,0.0,0.0,0.0,1.31
2021-04-12 14:00:00,26.41,0.0,-0.0,0.0,1.24
2021-04-12 15:00:00,26.04,0.0,-0.0,0.0,1.17
2021-04-12 16:00:00,25.72,0.0,-0.0,0.0,1.03
2021-04-12 17:00:00,25.5,0.0,-0.0,0.0,1.03
2021-04-12 18:00:00,25.12,0.0,-0.0,0.0,1.1
2021-04-12 19:00:00,24.86,0.0,-0.0,0.0,0.83
2021-04-12 20:00:00,24.69,0.0,-0.0,0.0,0.83
2021-04-12 21:00:00,24.81,0.0,-0.0,0.0,0.83
2021-04-12 22:00:00,24.6,0.0,-0.0,0.0,0.76
2021-04-12 23:00:00,24.54,0.0,-0.0,0.0,0.62
2021-04-13 00:00:00,24.5,0.0,-0.0,0.0,0.62
2021-04-13 01:00:00,24.38,45.45,114.7,39.7,0.55
2021-04-13 02:00:00,24.82,109.1,77.9,85.65,0.21
2021-04-13 03:00:00,25.44,179.5,75.85,139.05,0.21
2021-04-13 04:00:00,26.3,164.5,7.87,158.75,0.55
2021-04-13 05:00:00,26.47,231.25,84.81,156.55,0.55
2021-04-13 06:00:00,27.25,228.5,28.28,201.0,0.76
2021-04-13 07:00:00,27.85,225.55,70.28,155.3,0.76
2021-04-13 08:00:00,28.29,254.6,74.54,183.0,0.76
2021-04-13 09:00:00,28.03,277.55,86.9,203.0,1.45
2021-04-13 10:00:00,27.9,201.25,111.73,123.2,1.86
2021-04-13 11:00:00,27.41,120.4,102.52,69.8,1.24
2021-04-13 12:00:00,26.4,36.85,62.13,20.9,0.97
2021-04-13 13:00:00,25.3,0.0,0.0,0.0,0.97
2021-04-13 14:00:00,24.99,0.0,-0.0,0.0,1.03
2021-04-13 15:00:00,24.84,0.0,-0.0,0.0,0.62
2021-04-13 16:00:00,24.95,0.0,-0.0,0.0,0.0
2021-04-13 17:00:00,24.93,0.0,-0.0,0.0,0.28
2021-04-13 18:00:00,24.66,0.0,-0.0,0.0,0.48
2021-04-13 19:00:00,24.69,0.0,-0.0,0.0,0.83
2021-04-13 20:00:00,24.49,0.0,-0.0,0.0,1.03
2021-04-13 21:00:00,24.48,0.0,-0.0,0.0,1.1
2021-04-13 22:00:00,24.45,0.0,-0.0,0.0,1.24
2021-04-13 23:00:00,24.37,0.0,-0.0,0.0,1.38
2021-04-14 00:00:00,24.04,0.0,-0.0,0.0,1.38
2021-04-14 01:00:00,23.67,107.7,1087.62,50.8,1.31
2021-04-14 02:00:00,24.73,330.8,723.32,111.7,0.69
2021-04-14 03:00:00,26.8,546.2,765.91,136.6,0.97
2021-04-14 04:00:00,28.59,735.35,804.62,146.25,1.38
2021-04-14 05:00:00,29.94,813.75,666.11,226.55,1.79
2021-04-14 06:00:00,31.13,867.0,663.92,221.15,1.79
2021-04-14 07:00:00,31.77,800.9,549.89,251.2,1.93
2021-04-14 08:00:00,32.03,687.55,481.6,225.05,2.14
2021-04-14 09:00:00,31.74,484.8,319.18,211.1,1.86
2021-04-14 10:00:00,30.87,278.0,187.42,147.15,1.31
2021-04-14 11:00:00,29.41,185.8,142.65,115.45,1.72
2021-04-14 12:00:00,28.89,55.7,54.2,41.8,1.45
2021-04-14 13:00:00,28.11,0.0,0.0,0.0,0.97
2021-04-14 14:00:00,27.17,0.0,-0.0,0.0,0.76
2021-04-14 15:00:00,26.85,0.0,-0.0,0.0,0.62
2021-04-14 16:00:00,26.39,0.0,-0.0,0.0,0.83
2021-04-14 17:00:00,26.39,0.0,-0.0,0.0,1.03
2021-04-14 18:00:00,26.09,0.0,-0.0,0.0,1.03
2021-04-14 19:00:00,25.79,0.0,-0.0,0.0,1.03
2021-04-14 20:00:00,25.62,0.0,-0.0,0.0,1.03
2021-04-14 21:00:00,25.29,0.0,-0.0,0.0,1.03
2021-04-14 22:00:00,25.1,0.0,-0.0,0.0,0.97
2021-04-14 23:00:00,24.91,0.0,-0.0,0.0,0.9
2021-04-15 00:00:00,24.78,0.0,-0.0,0.0,0.97
2021-04-15 01:00:00,24.66,87.6,623.36,53.65,0.97
2021-04-15 02:00:00,25.86,303.7,595.08,122.35,0.41
