,temp_air,ghi,dni,dhi,wind_speed
2021-06-11 15:00:00,25.2,0.0,-0.0,0.0,0.34
2021-06-11 16:00:00,24.86,0.0,-0.0,0.0,0.76
2021-06-11 17:00:00,24.26,0.0,-0.0,0.0,0.9
2021-06-11 18:00:00,23.82,0.0,-0.0,0.0,0.97
2021-06-11 19:00:00,23.42,0.0,-0.0,0.0,0.97
2021-06-11 20:00:00,22.85,0.0,-0.0,0.0,0.83
2021-06-11 21:00:00,22.73,0.0,-0.0,0.0,0.69
2021-06-11 22:00:00,22.61,0.0,-0.0,0.0,0.76
2021-06-11 23:00:00,23.09,0.0,-0.0,0.0,0.76
2021-06-12 00:00:00,22.94,0.0,-0.0,0.0,0.69
2021-06-12 01:00:00,22.94,78.75,400.53,41.1,0.69
2021-06-12 02:00:00,23.84,220.6,256.71,136.55,0.34
2021-06-12 03:00:00,24.91,410.25,484.12,147.3,0.34
2021-06-12 04:00:00,26.42,634.8,633.73,174.4,0.34
2021-06-12 05:00:00,27.47,630.85,472.97,221.75,0.76
2021-06-12 06:00:00,28.13,708.55,487.04,246.3,1.03
2021-06-12 07:00:00,29.22,783.8,629.98,170.7,1.59
2021-06-12 08:00:00,29.64,650.75,539.01,146.45,1.79
2021-06-12 09:00:00,29.56,577.3,506.75,152.2,1.93
2021-06-12 10:00:00,29.13,444.25,497.03,101.5,2.07
2021-06-12 11:00:00,28.55,243.1,318.09,84.7,2.0
2021-06-12 12:00:00,27.61,86.0,181.57,35.7,1.45
2021-06-12 13:00:00,26.46,0.9,1.2,0.85,1.1
2021-06-12 14:00:00,25.97,0.0,-0.0,0.0,0.76
2021-06-12 15:00:00,25.42,0.0,-0.0,0.0,0.55
2021-06-12 16:00:00,25.23,0.0,-0.0,0.0,0.83
2021-06-12 17:00:00,24.72,0.0,-0.0,0.0,0.9
2021-06-12 18:00:00,24.51,0.0,-0.0,0.0,0.9
2021-06-12 19:00:00,24.17,0.0,-0.0,0.0,0.76
2021-06-12 20:00:00,23.82,0.0,-0.0,0.0,0.76
2021-06-12 21:00:00,23.8,0.0,-0.0,0.0,0.83
2021-06-12 22:00:00,23.4,0.0,-0.0,0.0,0.97
2021-06-12 23:00:00,23.45,0.0,-0.0,0.0,0.97
2021-06-13 00:00:00,22.94,0.0,-0.0,0.0,0.9
2021-06-13 01:00:00,22.86,128.9,786.21,55.5,0.83
2021-06-13 02:00:00,24.35,327.6,678.75,105.85,0.34
2021-06-13 03:00:00,26.03,518.8,671.15,154.75,0.48
2021-06-13 04:00:00,27.31,645.95,681.16,151.55,0.83
2021-06-13 05:00:00,28.42,760.1,698.64,156.2,1.24
2021-06-13 06:00:00,29.14,603.1,411.67,212.55,1.66
2021-06-13 07:00:00,29.15,761.4,580.43,196.65,1.93
2021-06-13 08:00:00,29.52,626.8,457.51,198.75,2.34
2021-06-13 09:00:00,29.17,534.9,481.17,131.15,2.48
2021-06-13 10:00:00,28.82,360.25,382.14,96.55,2.55
2021-06-13 11:00:00,27.75,216.55,276.25,78.8,1.93
2021-06-13 12:00:00,27.09,78.45,171.3,30.85,1.45
2021-06-13 13:00:00,26.4,0.75,0.0,0.75,0.69
2021-06-13 14:00:00,25.92,0.0,-0.0,0.0,0.69
2021-06-13 15:00:00,25.38,0.0,-0.0,0.0,1.17
2021-06-13 16:00:00,24.84,0.0,-0.0,0.0,1.17
2021-06-13 17:00:00,24.55,0.0,-0.0,0.0,1.03
2021-06-13 18:00:00,24.15,0.0,-0.0,0.0,1.1
2021-06-13 19:00:00,24.12,0.0,-0.0,0.0,0.9
2021-06-13 20:00:00,23.58,0.0,-0.0,0.0,0.9
2021-06-13 21:00:00,23.35,0.0,-0.0,0.0,0.69
2021-06-13 22:00:00,23.18,0.0,-0.0,0.0,0.69
2021-06-13 23:00:00,23.31,0.0,-0.0,0.0,1.03
2021-06-14 00:00:00,23.11,0.0,-0.0,0.0,1.1
2021-06-14 01:00:00,22.89,121.45,783.24,48.85,1.1
2021-06-14 02:00:00,24.1,320.05,663.08,103.9,0.48
2021-06-14 03:00:00,25.87,449.0,614.09,116.35,0.69
2021-06-14 04:00:00,26.94,640.4,677.31,149.25,0.9
2021-06-14 05:00:00,28.19,756.65,692.09,158.8,0.97
2021-06-14 06:00:00,29.04,702.0,500.84,227.05,1.45
2021-06-14 07:00:00,29.04,551.95,351.31,210.2,1.86
2021-06-14 08:00:00,28.83,674.3,527.18,181.05,2.07
2021-06-14 09:00:00,29.24,558.0,460.88,171.15,2.14
2021-06-14 10:00:00,29.1,352.1,321.26,130.25,2.21
2021-06-14 11:00:00,28.22,185.1,196.27,87.1,1.86
2021-06-14 12:00:00,26.63,65.95,81.45,43.25,1.59
2021-06-14 13:00:00,25.56,0.75,0.0,0.75,0.62
2021-06-14 14:00:00,25.57,0.0,-0.0,0.0,0.83
2021-06-14 15:00:00,25.2,0.0,-0.0,0.0,0.76
2021-06-14 16:00:00,25.16,0.0,-0.0,0.0,0.21
2021-06-14 17:00:00,24.59,0.0,-0.0,0.0,0.41
2021-06-14 18:00:00,24.26,0.0,-0.0,0.0,0.41
2021-06-14 19:00:00,24.71,0.0,-0.0,0.0,0.48
2021-06-14 20:00:00,24.93,0.0,-0.0,0.0,0.07
2021-06-14 21:00:00,24.48,0.0,-0.0,0.0,0.28
2021-06-14 22:00:00,24.26,0.0,-0.0,0.0,0.41
2021-06-14 23:00:00,24.1,0.0,-0.0,0.0,0.41
2021-06-15 00:00:00,24.1,0.0,-0.0,0.0,0.62
2021-06-15 01:00:00,23.84,55.2,236.96,33.4,0.62
2021-06-15 02:00:00,24.32,162.65,203.85,96.35,0.34
2021-06-15 03:00:00,24.57,274.55,203.71,164.35,0.41
2021-06-15 04:00:00,25.79,503.65,436.79,187.2,0.62
2021-06-15 05:00:00,26.61,709.9,560.23,226.25,0.83
2021-06-15 06:00:00,27.9,827.6,682.8,180.35,1.24
2021-06-15 07:00:00,29.1,789.4,649.58,157.6,2.14
2021-06-15 08:00:00,29.32,659.7,492.52,198.85,2.55
2021-06-15 09:00:00,29.12,509.3,378.55,191.45,2.76
2021-06-15 10:00:00,28.38,294.25,142.25,195.95,1.45
2021-06-15 11:00:00,26.1,153.75,96.1,105.7,1.1
2021-06-15 12:00:00,25.66,60.75,52.23,46.15,0.48
2021-06-15 13:00:00,25.31,0.9,0.0,0.9,0.28
2021-06-15 14:00:00,25.21,0.0,-0.0,0.0,0.48
2021-06-15 15:00:00,24.78,0.0,-0.0,0.0,0.55
2021-06-15 16:00:00,24.32,0.0,-0.0,0.0,0.55
2021-06-15 17:00:00,24.22,0.0,-0.0,0.0,0.69
2021-06-15 18:00:00,24.3,0.0,-0.0,0.0,0.76
2021-06-15 19:00:00,24.15,0.0,-0.0,0.0,0.48
2021-06-15 20:00:00,24.52,0.0,-0.0,0.0,0.21
2021-06-15 21:00:00,24.38,0.0,-0.0,0.0,0.21
2021-06-15 22:00:00,24.11,0.0,-0.0,0.0,0.55
2021-06-15 23:00:00,24.05,0.0,-0.0,0.0,0.83
2021-06-16 00:00:00,23.9,0.0,-0.0,0.0,0.28
2021-06-16 01:00:00,23.94,55.95,163.78,41.0,0.21
2021-06-16 02:00:00,24.78,125.25,144.23,78.45,0.48
2021-06-16 03:00:00,24.45,166.6,67.47,130.15,0.69
2021-06-16 04:00:00,24.67,348.2,158.39,233.55,0.69
2021-06-16 05:00:00,25.41,526.45,294.45,272.4,0.62
2021-06-16 06:00:00,26.91,486.6,278.81,222.4,1.1
2021-06-16 07:00:00,26.7,316.2,114.5,204.85,2.0
2021-06-16 08:00:00,25.44,381.9,124.98,264.95,1.52
2021-06-16 09:00:00,26.14,374.6,196.97,209.15,1.24
2021-06-16 10:00:00,26.2,232.8,100.06,163.6,1.52
2021-06-16 11:00:00,25.38,166.0,139.3,96.25,1.1
2021-06-16 12:00:00,25.08,49.95,36.73,39.65,0.97
2021-06-16 13:00:00,24.34,0.65,0.0,0.65,0.83
2021-06-16 14:00:00,24.1,0.0,-0.0,0.0,0.9
2021-06-16 15:00:00,23.9,0.0,-0.0,0.0,1.1
2021-06-16 16:00:00,23.39,0.0,-0.0,0.0,0.34
2021-06-16 17:00:00,23.56,0.0,-0.0,0.0,0.62
2021-06-16 18:00:00,23.32,0.0,-0.0,0.0,0.34
2021-06-16 19:00:00,22.95,0.0,-0.0,0.0,0.83
2021-06-16 20:00:00,22.59,0.0,-0.0,0.0,0.69
2021-06-16 21:00:00,22.31,0.0,-0.0,0.0,0.48
2021-06-16 22:00:00,23.68,0.0,-0.0,0.0,0.14
2021-06-16 23:00:00,22.23,0.0,-0.0,0.0,0.48
2021-06-17 00:00:00,21.66,0.0,-0.0,0.0,1.03
2021-06-17 01:00:00,21.7,106.9,621.84,50.6,0.83
2021-06-17 02:00:00,23.88,286.05,585.7,96.45,0.28
2021-06-17 03:00:00,25.06,473.0,625.11,135.75,0.14
2021-06-17 04:00:00,26.0,491.35,415.37,190.95,0.55
2021-06-17 05:00:00,26.63,656.65,555.15,177.95,0.34
2021-06-17 06:00:00,27.58,738.4,601.46,168.65,0.48
2021-06-17 07:00:00,28.88,817.15,690.01,146.2,1.1
2021-06-17 08:00:00,29.65,637.2,455.18,211.2,1.86
2021-06-17 09:00:00,28.65,445.45,313.88,181.7,2.21
2021-06-17 10:00:00,27.81,303.15,226.48,146.4,2.14
2021-06-17 11:00:00,27.2,205.65,267.04,71.75,1.79
2021-06-17 12:00:00,26.1,79.5,152.71,36.55,0.76
2021-06-17 13:00:00,25.56,0.75,0.0,0.75,0.48
2021-06-17 14:00:00,24.86,0.0,-0.0,0.0,1.1
2021-06-17 15:00:00,24.52,0.0,-0.0,0.0,0.9
2021-06-17 16:00:00,24.27,0.0,-0.0,0.0,0.9
2021-06-17 17:00:00,24.06,0.0,-0.0,0.0,0.97
2021-06-17 18:00:00,23.6,0.0,-0.0,0.0,0.83
2021-06-17 19:00:00,23.99,0.0,-0.0,0.0,0.76
2021-06-17 20:00:00,23.95,0.0,-0.0,0.0,0.76
2021-06-17 21:00:00,23.57,0.0,-0.0,0.0,1.03
2021-06-17 22:00:00,23.54,0.0,-0.0,0.0,1.17
2021-06-17 23:00:00,23.34,0.0,-0.0,0.0,1.1
2021-06-18 00:00:00,23.06,0.0,-0.0,0.0,0.97
2021-06-18 01:00:00,22.88,122.9,599.84,69.05,0.97
2021-06-18 02:00:00,24.57,307.35,588.65,117.25,0.34
2021-06-18 03:00:00,26.18,516.75,700.57,139.3,0.07
2021-06-18 04:00:00,27.72,657.85,651.84,186.85,0.9
2021-06-18 05:00:00,28.76,788.45,632.34,243.5,1.24
2021-06-18 06:00:00,29.49,733.8,488.92,270.8,1.38
2021-06-18 07:00:00,30.14,744.7,537.44,222.15,1.72
2021-06-18 08:00:00,30.52,732.6,556.5,211.7,1.79
2021-06-18 09:00:00,30.19,500.6,311.9,238.4,2.0
2021-06-18 10:00:00,29.53,299.25,149.28,195.85,2.14
2021-06-18 11:00:00,28.26,123.4,14.34,116.2,1.59
2021-06-18 12:00:00,27.43,54.05,54.42,38.7,1.24
2021-06-18 13:00:00,26.62,1.0,0.0,1.0,0.97
2021-06-18 14:00:00,25.56,0.0,-0.0,0.0,0.69
2021-06-18 15:00:00,25.25,0.0,-0.0,0.0,0.14
2021-06-18 16:00:00,24.77,0.0,-0.0,0.0,0.48
2021-06-18 17:00:00,24.64,0.0,-0.0,0.0,0.9
2021-06-18 18:00:00,24.46,0.0,-0.0,0.0,0.9
2021-06-18 19:00:00,24.8,0.0,-0.0,0.0,0.41
2021-06-18 20:00:00,24.91,0.0,-0.0,0.0,0.21
2021-06-18 21:00:00,24.63,0.0,-0.0,0.0,0.34
2021-06-18 22:00:00,24.16,0.0,-0.0,0.0,0.55
2021-06-18 23:00:00,24.07,0.0,-0.0,0.0,0.34
2021-06-19 00:00:00,24.11,0.0,-0.0,0.0,0.41
2021-06-19 01:00:00,23.91,78.95,317.45,50.7,0.55
2021-06-19 02:00:00,24.38,237.0,375.28,116.1,0.07
2021-06-19 03:00:00,25.37,469.35,628.19,131.35,0.21
2021-06-19 04:00:00,26.81,657.15,690.21,158.85,0.28
2021-06-19 05:00:00,28.13,721.1,654.85,157.05,1.1
2021-06-19 06:00:00,28.65,719.2,555.08,193.7,1.66
2021-06-19 07:00:00,29.42,720.5,466.09,267.35,1.72
2021-06-19 08:00:00,29.24,461.0,276.71,201.95,2.07
2021-06-19 09:00:00,27.74,310.25,206.53,136.55,0.97
2021-06-19 10:00:00,27.16,224.1,113.09,145.7,0.97
2021-06-19 11:00:00,25.4,192.95,137.02,124.05,0.76
2021-06-19 12:00:00,25.41,60.25,68.93,40.75,0.41
2021-06-19 13:00:00,24.92,0.85,0.0,0.85,0.41
2021-06-19 14:00:00,24.49,0.0,-0.0,0.0,0.28
2021-06-19 15:00:00,24.28,0.0,-0.0,0.0,0.21
2021-06-19 16:00:00,24.21,0.0,-0.0,0.0,0.55
2021-06-19 17:00:00,24.2,0.0,-0.0,0.0,0.0
2021-06-19 18:00:00,24.1,0.0,-0.0,0.0,0.0
2021-06-19 19:00:00,23.82,0.0,-0.0,0.0,0.76
2021-06-19 20:00:00,23.63,0.0,-0.0,0.0,0.48
2021-06-19 21:00:00,23.52,0.0,-0.0,0.0,0.41
2021-06-19 22:00:00,23.24,0.0,-0.0,0.0,0.9
2021-06-19 23:00:00,23.21,0.0,-0.0,0.0,1.1
2021-06-20 00:00:00,23.33,0.0,-0.0,0.0,0.69
2021-06-20 01:00:00,23.24,40.0,119.07,29.5,0.34
2021-06-20 02:00:00,23.42,100.3,89.0,71.7,0.41
2021-06-20 03:00:00,23.8,235.8,163.96,147.7,0.48
2021-06-20 04:00:00,24.55,227.9,97.04,157.9,0.76
2021-06-20 05:00:00,24.71,228.25,32.41,200.35,1.03
2021-06-20 06:00:00,24.94,424.15,201.01,233.9,0.83
2021-06-20 07:00:00,26.78,457.05,186.23,276.0,1.17
2021-06-20 08:00:00,26.89,419.8,177.97,253.15,1.17
2021-06-20 09:00:00,25.75,200.2,63.05,147.15,1.93
2021-06-20 10:00:00,24.95,153.3,42.01,124.15,0.97
2021-06-20 11:00:00,24.49,107.85,29.98,92.75,0.34
2021-06-20 12:00:00,24.48,29.6,15.86,25.1,0.62
2021-06-20 13:00:00,24.04,0.4,0.0,0.4,0.48
2021-06-20 14:00:00,23.98,0.0,-0.0,0.0,0.34
2021-06-20 15:00:00,23.78,0.0,-0.0,0.0,0.41
2021-06-20 16:00:00,23.58,0.0,-0.0,0.0,0.48
2021-06-20 17:00:00,23.59,0.0,-0.0,0.0,0.34
2021-06-20 18:00:00,23.32,0.0,-0.0,0.0,0.34
2021-06-20 19:00:00,23.36,0.0,-0.0,0.0,0.34
2021-06-20 20:00:00,23.48,0.0,-0.0,0.0,0.48
2021-06-20 21:00:00,23.21,0.0,-0.0,0.0,0.0
2021-06-20 22:00:00,23.18,0.0,-0.0,0.0,0.34
2021-06-20 23:00:00,22.95,0.0,-0.0,0.0,0.48
2021-06-21 00:00:00,22.87,0.0,-0.0,0.0,0.55
2021-06-21 01:00:00,22.89,18.9,0.0,18.9,0.69
2021-06-21 02:00:00,22.98,51.0,0.0,51.0,0.55
2021-06-21 03:00:00,23.35,102.55,8.01,98.25,0.34
2021-06-21 04:00:00,24.41,152.4,19.56,138.3,0.28
2021-06-21 05:00:00,24.42,336.1,71.12,274.9,0.62
2021-06-21 06:00:00,25.02,244.0,3.28,240.9,1.17
2021-06-21 07:00:00,25.02,308.15,13.06,295.45,0.9
2021-06-21 08:00:00,24.95,256.1,17.35,239.85,1.03
2021-06-21 09:00:00,25.08,164.4,8.73,157.05,0.69
2021-06-21 10:00:00,24.7,166.7,23.26,150.55,0.48
2021-06-21 11:00:00,24.25,82.5,5.06,79.95,1.31
2021-06-21 12:00:00,23.65,24.65,9.14,22.05,0.97
2021-06-21 13:00:00,23.57,0.75,0.0,0.75,0.21
2021-06-21 14:00:00,23.39,0.0,-0.0,0.0,0.34
2021-06-21 15:00:00,23.14,0.0,-0.0,0.0,0.55
2021-06-21 16:00:00,23.1,0.0,-0.0,0.0,0.55
2021-06-21 17:00:00,23.11,0.0,-0.0,0.0,0.55
2021-06-21 18:00:00,23.1,0.0,-0.0,0.0,0.69
2021-06-21 19:00:00,23.08,0.0,-0.0,0.0,1.24
2021-06-21 20:00:00,22.9,0.0,-0.0,0.0,1.1
2021-06-21 21:00:00,22.83,0.0,-0.0,0.0,1.03
2021-06-21 22:00:00,22.79,0.0,-0.0,0.0,1.17
2021-06-21 23:00:00,22.81,0.0,-0.0,0.0,1.45
2021-06-22 00:00:00,22.96,0.0,-0.0,0.0,1.17
2021-06-22 01:00:00,23.07,49.55,87.26,42.0,1.17
2021-06-22 02:00:00,23.37,141.25,136.04,97.75,1.17
2021-06-22 03:00:00,24.23,276.85,171.58,184.9,1.03
2021-06-22 04:00:00,24.97,434.8,239.38,262.4,1.03
2021-06-22 05:00:00,26.05,533.7,240.44,326.9,1.1
2021-06-22 06:00:00,27.01,467.35,249.09,231.7,1.31
2021-06-22 07:00:00,27.59,349.6,144.77,208.85,1.59
2021-06-22 08:00:00,26.86,276.65,71.09,210.05,1.93
2021-06-22 09:00:00,25.97,240.6,55.09,194.2,2.21
2021-06-22 10:00:00,25.16,128.9,20.58,114.6,2.34
2021-06-22 11:00:00,23.95,63.3,33.66,46.3,1.59
2021-06-22 12:00:00,23.39,8.1,0.0,8.1,1.31
2021-06-22 13:00:00,23.21,0.25,0.0,0.25,1.24
2021-06-22 14:00:00,23.2,0.0,-0.0,0.0,1.66
2021-06-22 15:00:00,23.23,0.0,-0.0,0.0,2.14
2021-06-22 16:00:00,23.22,0.0,-0.0,0.0,2.34
2021-06-22 17:00:00,23.19,0.0,-0.0,0.0,2.55
2021-06-22 18:00:00,23.03,0.0,-0.0,0.0,2.62
2021-06-22 19:00:00,23.01,0.0,-0.0,0.0,2.76
2021-06-22 20:00:00,23.04,0.0,-0.0,0.0,2.76
2021-06-22 21:00:00,23.06,0.0,-0.0,0.0,2.62
2021-06-22 22:00:00,22.93,0.0,-0.0,0.0,2.62
2021-06-22 23:00:00,22.94,0.0,-0.0,0.0,2.62
2021-06-23 00:00:00,22.96,0.0,-0.0,0.0,1.72
2021-06-23 01:00:00,23.03,5.85,0.0,5.85,1.24
2021-06-23 02:00:00,23.07,12.6,0.0,12.6,1.17
2021-06-23 03:00:00,23.16,19.15,0.0,19.15,1.24
2021-06-23 04:00:00,23.2,38.3,0.14,38.2,1.59
2021-06-23 05:00:00,23.3,70.6,0.0,70.6,1.93
2021-06-23 06:00:00,23.44,131.4,1.32,130.15,2.55
2021-06-23 07:00:00,23.77,109.25,6.02,103.4,3.03
2021-06-23 08:00:00,23.85,148.75,6.4,142.75,2.62
2021-06-23 09:00:00,24.25,123.05,0.42,122.7,2.0
2021-06-23 10:00:00,24.28,95.5,3.02,93.4,1.66
2021-06-23 11:00:00,24.0,49.35,0.0,49.35,1.79
2021-06-23 12:00:00,23.84,13.9,0.0,13.9,1.79
2021-06-23 13:00:00,23.72,0.1,0.0,0.1,1.45
2021-06-23 14:00:00,23.64,0.0,-0.0,0.0,1.1
2021-06-23 15:00:00,23.42,0.0,-0.0,0.0,1.59
2021-06-23 16:00:00,23.11,0.0,-0.0,0.0,1.1
2021-06-23 17:00:00,23.01,0.0,-0.0,0.0,0.55
2021-06-23 18:00:00,23.2,0.0,-0.0,0.0,0.28
2021-06-23 19:00:00,22.95,0.0,-0.0,0.0,0.28
2021-06-23 20:00:00,22.74,0.0,-0.0,0.0,0.34
2021-06-23 21:00:00,22.63,0.0,-0.0,0.0,0.76
2021-06-23 22:00:00,22.59,0.0,-0.0,0.0,0.76
2021-06-23 23:00:00,22.63,0.0,-0.0,0.0,0.55
2021-06-24 00:00:00,22.7,0.0,-0.0,0.0,0.76
2021-06-24 01:00:00,22.65,57.4,61.91,52.15,0.76
2021-06-24 02:00:00,23.5,147.9,91.62,118.75,0.28
2021-06-24 03:00:00,23.97,183.45,37.89,163.2,0.14
2021-06-24 04:00:00,25.87,411.65,280.91,209.65,0.28
2021-06-24 05:00:00,26.21,516.95,383.95,187.0,1.1
2021-06-24 06:00:00,26.02,545.4,275.55,284.8,2.97
2021-06-24 07:00:00,26.66,350.6,155.5,199.4,2.97
2021-06-24 08:00:00,26.4,386.9,163.49,233.65,2.62
2021-06-24 09:00:00,26.76,219.1,93.16,140.55,1.79
2021-06-24 10:00:00,26.28,253.75,166.32,137.95,2.34
2021-06-24 11:00:00,26.03,76.6,26.16,63.35,2.07
2021-06-24 12:00:00,25.51,48.1,56.8,31.8,1.66
2021-06-24 13:00:00,23.99,0.5,0.0,0.5,2.0
2021-06-24 14:00:00,23.45,0.0,-0.0,0.0,1.45
2021-06-24 15:00:00,23.15,0.0,-0.0,0.0,0.97
2021-06-24 16:00:00,23.09,0.0,-0.0,0.0,1.31
2021-06-24 17:00:00,23.14,0.0,-0.0,0.0,1.52
2021-06-24 18:00:00,23.21,0.0,-0.0,0.0,1.38
2021-06-24 19:00:00,23.07,0.0,-0.0,0.0,1.38
2021-06-24 20:00:00,23.06,0.0,-0.0,0.0,1.72
2021-06-24 21:00:00,23.01,0.0,-0.0,0.0,1.52
2021-06-24 22:00:00,22.89,0.0,-0.0,0.0,1.17
2021-06-24 23:00:00,22.91,0.0,-0.0,0.0,0.34
2021-06-25 00:00:00,23.03,0.0,-0.0,0.0,0.97
2021-06-25 01:00:00,22.88,36.1,88.78,28.65,0.76
2021-06-25 02:00:00,23.08,116.75,113.45,80.75,0.62
2021-06-25 03:00:00,23.65,143.5,15.83,135.05,0.62
2021-06-25 04:00:00,24.29,387.15,249.04,208.2,0.62
2021-06-25 05:00:00,27.22,281.75,90.22,204.25,0.28
2021-06-25 06:00:00,28.01,330.6,124.04,213.3,0.9
2021-06-25 07:00:00,26.8,488.85,320.73,176.95,1.24
2021-06-25 08:00:00,26.06,436.15,242.72,208.55,1.31
2021-06-25 09:00:00,25.91,285.45,147.44,161.05,2.21
2021-06-25 10:00:00,24.79,141.0,55.75,102.15,1.86
2021-06-25 11:00:00,24.34,100.0,51.75,73.75,1.1
2021-06-25 12:00:00,24.33,26.4,32.32,17.1,1.17
2021-06-25 13:00:00,24.06,0.65,0.0,0.65,1.1
2021-06-25 14:00:00,23.35,0.0,-0.0,0.0,1.03
2021-06-25 15:00:00,23.11,0.0,-0.0,0.0,1.38
2021-06-25 16:00:00,22.97,0.0,-0.0,0.0,1.45
2021-06-25 17:00:00,22.99,0.0,-0.0,0.0,1.17
2021-06-25 18:00:00,23.14,0.0,-0.0,0.0,1.1
2021-06-25 19:00:00,23.55,0.0,-0.0,0.0,1.17
2021-06-25 20:00:00,23.59,0.0,-0.0,0.0,1.24
2021-06-25 21:00:00,22.88,0.0,-0.0,0.0,1.17
2021-06-25 22:00:00,22.84,0.0,-0.0,0.0,1.24
2021-06-25 23:00:00,22.75,0.0,-0.0,0.0,1.24
2021-06-26 00:00:00,22.73,0.0,-0.0,0.0,1.17
2021-06-26 01:00:00,22.72,40.3,90.94,32.75,1.17
2021-06-26 02:00:00,23.35,127.15,66.98,105.95,1.31
2021-06-26 03:00:00,23.95,217.35,79.16,175.15,1.1
2021-06-26 04:00:00,24.68,435.65,247.75,257.75,1.24
2021-06-26 05:00:00,25.96,537.45,286.53,291.4,1.52
2021-06-26 06:00:00,27.07,741.85,479.4,288.55,2.0
2021-06-26 07:00:00,28.18,740.1,524.83,229.65,2.28
2021-06-26 08:00:00,28.5,642.1,467.89,203.2,2.62
2021-06-26 09:00:00,28.27,616.0,525.46,172.4,2.83
2021-06-26 10:00:00,28.12,450.6,450.73,136.2,2.62
2021-06-26 11:00:00,27.38,222.9,206.11,118.2,2.83
2021-06-26 12:00:00,26.36,60.85,47.32,47.2,1.79
2021-06-26 13:00:00,25.63,1.25,0.0,1.25,1.45
2021-06-26 14:00:00,24.95,0.0,-0.0,0.0,1.17
2021-06-26 15:00:00,24.65,0.0,-0.0,0.0,1.31
2021-06-26 16:00:00,24.35,0.0,-0.0,0.0,1.59
2021-06-26 17:00:00,24.09,0.0,-0.0,0.0,1.59
2021-06-26 18:00:00,23.94,0.0,-0.0,0.0,1.52
2021-06-26 19:00:00,23.98,0.0,-0.0,0.0,0.83
2021-06-26 20:00:00,23.91,0.0,-0.0,0.0,0.97
2021-06-26 21:00:00,24.12,0.0,-0.0,0.0,1.1
2021-06-26 22:00:00,23.75,0.0,-0.0,0.0,1.03
2021-06-26 23:00:00,23.52,0.0,-0.0,0.0,1.17
2021-06-27 00:00:00,23.06,0.0,-0.0,0.0,1.24
2021-06-27 01:00:00,23.16,62.45,261.82,40.95,1.1
2021-06-27 02:00:00,23.95,176.2,212.06,109.25,0.9
2021-06-27 03:00:00,24.75,374.8,334.86,196.5,1.24
2021-06-27 04:00:00,25.8,549.8,545.1,158.65,1.24
2021-06-27 05:00:00,26.95,615.45,459.26,221.2,1.38
2021-06-27 06:00:00,27.76,696.8,459.18,262.65,1.45
2021-06-27 07:00:00,28.92,762.85,500.69,275.8,2.55
2021-06-27 08:00:00,29.34,654.15,431.59,249.15,2.69
2021-06-27 09:00:00,29.26,563.5,472.98,163.95,2.9
2021-06-27 10:00:00,28.87,460.35,433.55,157.65,2.83
2021-06-27 11:00:00,28.52,216.9,230.98,99.4,2.62
2021-06-27 12:00:00,26.93,54.9,50.31,40.35,1.93
2021-06-27 13:00:00,26.21,1.4,0.0,1.4,0.83
2021-06-27 14:00:00,25.8,0.0,-0.0,0.0,0.97
2021-06-27 15:00:00,24.85,0.0,-0.0,0.0,1.45
2021-06-27 16:00:00,24.31,0.0,-0.0,0.0,1.38
2021-06-27 17:00:00,24.19,0.0,-0.0,0.0,1.17
2021-06-27 18:00:00,23.97,0.0,-0.0,0.0,1.1
2021-06-27 19:00:00,24.02,0.0,-0.0,0.0,1.24
2021-06-27 20:00:00,23.95,0.0,-0.0,0.0,1.1
2021-06-27 21:00:00,23.89,0.0,-0.0,0.0,0.97
2021-06-27 22:00:00,23.7,0.0,-0.0,0.0,0.97
2021-06-27 23:00:00,23.19,0.0,-0.0,0.0,0.69
2021-06-28 00:00:00,23.13,0.0,-0.0,0.0,1.1
2021-06-28 01:00:00,22.78,83.5,323.26,57.25,1.31
2021-06-28 02:00:00,23.22,205.8,233.72,132.2,0.55
2021-06-28 03:00:00,26.67,341.05,300.68,181.15,0.55
2021-06-28 04:00:00,25.13,459.05,321.08,228.8,0.97
2021-06-28 05:00:00,26.39,650.7,383.01,322.0,1.03
2021-06-28 06:00:00,27.86,599.45,235.55,376.75,1.24
2021-06-28 07:00:00,28.29,625.25,240.15,391.6,1.66
2021-06-28 08:00:00,28.52,599.15,279.73,336.55,2.69
2021-06-28 09:00:00,27.62,289.9,67.91,232.5,2.62
2021-06-28 10:00:00,26.93,216.6,68.61,168.65,1.72
2021-06-28 11:00:00,26.71,159.45,64.19,126.75,1.45
2021-06-28 12:00:00,25.89,48.8,17.07,43.85,1.31
2021-06-28 13:00:00,25.48,1.35,0.0,1.35,1.17
2021-06-28 14:00:00,24.7,0.0,-0.0,0.0,1.52
2021-06-28 15:00:00,23.58,0.0,-0.0,0.0,1.59
2021-06-28 16:00:00,23.39,0.0,-0.0,0.0,1.72
2021-06-28 17:00:00,23.33,0.0,-0.0,0.0,1.45
2021-06-28 18:00:00,23.34,0.0,-0.0,0.0,1.17
2021-06-28 19:00:00,23.26,0.0,-0.0,0.0,1.03
2021-06-28 20:00:00,23.22,0.0,-0.0,0.0,0.62
2021-06-28 21:00:00,23.29,0.0,-0.0,0.0,0.48
2021-06-28 22:00:00,23.22,0.0,-0.0,0.0,0.62
2021-06-28 23:00:00,23.21,0.0,-0.0,0.0,0.69
